person_id,name_cn,english_name_candidate,academy_memberships,first_domestic_academician_year,election_division,election_affiliation,official_homepage_url,verified_doi,verified_title,verified_journal,verified_year,verified_confidence,audit_status,candidate_doi,candidate_title,candidate_evidence,recommended_search_query
ACAD00215,刘昌胜,Changsheng Liu,CAS,2017,技术科学部,华东理工大学,https://casad.cas.cn/ysxx2022/ysmd/jskx/201711/t20171129_4625098.html,10.1016/j.biomaterials.2026.124003,Friction-adaptive hydrogel coating for mechanical-immune synergy,Biomaterials,2026,A,已核验/已有 DOI,,,,Changsheng Liu | 华东理工大学 | 技术科学部 | English journal DOI
ACAD00216,刘明,Ming Liu,CAS,2015,信息技术科学部,中国科学院微电子研究所,https://casad.cas.cn/ysxx2022/ysmd/xxjs/201512/t20151224_4502655.html,,,,,,待单人精确检索,,,,Ming Liu | 中国科学院微电子研究所 | 信息技术科学部 | English journal DOI
ACAD00220,刘永坦,Yongtan Liu,CAE; CAS,1991,CAS: 信息技术科学部 | CAE: 信息与电子工程学部,哈尔滨工业大学,https://casad.cas.cn/ysxx2022/ysmd/xxjs/200906/t20090624_1807769.html,10.1049/iet-rsn.2017.0080,Correlation performance analysis for waveforms with spectral notches,"IET Radar, Sonar & Navigation",2017,A,已核验/已有 DOI,,,,Yongtan Liu | 哈尔滨工业大学 | CAS: 信息技术科学部 | CAE: 信息与电子工程学部 | English journal DOI
ACAD00231,刘瑞玉,Ruiyu Liu,CAS,1997,生命科学和医学学部,中国科学院海洋研究所,https://casad.cas.cn/ysxx2022/ygys/200906/t20090624_1803249.html,,,,,,待单人精确检索,,,,Ruiyu Liu | 中国科学院海洋研究所 | 生命科学和医学学部 | English journal DOI
ACAD00232,刘益春,Yichun Liu,CAS,2021,信息技术科学部,东北师范大学,https://casad.cas.cn/ysxx2022/ysmd/xxjs/202201/t20220111_4821788.html,10.1021/acssensors.5c04580,Design of a Janus-Type p-NiO/n-ZnO Heterostructure,ACS Sensors,2026,A,已核验/已有 DOI,,,,Yichun Liu | 东北师范大学 | 信息技术科学部 | English journal DOI
ACAD00234,刘竹生,Zhusheng Liu,CAS,2009,技术科学部,中国航天科技集团公司第一研究院,https://casad.cas.cn/ysxx2022/ysmd/jskx/200912/t20091203_2681411.html,,,,,,待单人精确检索,,,,Zhusheng Liu | 中国航天科技集团公司第一研究院 | 技术科学部 | English journal DOI
ACAD00237,刘维民,Weimin Liu,CAS,2013,技术科学部,中国科学院兰州化学物理研究所,https://casad.cas.cn/ysxx2022/ysmd/jskx/201312/t20131219_4002048.html,10.1039/d0cs00126k,Ionic liquid lubricants: when chemistry meets tribology,Chemical Society Reviews,2020,A,已核验/已有 DOI,,,,Weimin Liu | 中国科学院兰州化学物理研究所 | 技术科学部 | English journal DOI
ACAD00239,刘耀光,Yaoguang Liu,CAS,2017,生命科学和医学学部,华南农业大学,https://casad.cas.cn/ysxx2022/ysmd/smkx/201711/t20171129_4625069.html,10.1007/s13205-019-1919-x,Generation of semi-dwarf rice lines by CRISPR/Cas9-directed mutagenesis of OsGA20ox2,3 Biotech,2019,A,已核验/已有 DOI,,,,Yaoguang Liu | 华南农业大学 | 生命科学和医学学部 | English journal DOI
ACAD00243,刘若庄,Ruozhuang Liu,CAS,1999,化学部,北京师范大学,https://casad.cas.cn/ysxx2022/ygys/200906/t20090624_1802214.html,,,,,,待单人精确检索,,,,Ruozhuang Liu | 北京师范大学 | 化学部 | English journal DOI
ACAD00247,刘颂豪,Songhao Liu,CAS,1999,信息技术科学部,华南师范大学,https://casad.cas.cn/ysxx2022/ysmd/xxjs/200906/t20090624_1807771.html,10.1111/j.1751-1097.2010.00710.x,Synergistic Effect of Ultrasound and Thiazone–PEG 400 on Human Skin Optical Clearing In Vivo,Photochemistry and Photobiology,2010,A,已核验/已有 DOI,,,,Songhao Liu | 华南师范大学 | 信息技术科学部 | English journal DOI
ACAD00250,励建书,Jianshu Li,CAS,2013,数学物理学部,香港科技大学,https://casad.cas.cn/ysxx2022/ysmd/sxwl/201312/t20131219_4001986.html,10.1007/BF01389041,Singular unitary representations of classical groups,Inventiones Mathematicae,1989,A,已核验/已有 DOI,,,,Jianshu Li | 香港科技大学 | 数学物理学部 | English journal DOI
ACAD00251,包为民,Weimin Bao,CAS,2005,信息技术科学部,中国航天科技集团公司第一研究院,https://casad.cas.cn/ysxx2022/ysmd/xxjs/200906/t20090624_1807840.html,10.1155/2019/8056342,Profile-Tracking-Based Adaptive Guidance Law against Maneuvering Targets,International Journal of Aerospace Engineering,2019,A,已核验/已有 DOI,,,,Weimin Bao | 中国航天科技集团公司第一研究院 | 信息技术科学部 | English journal DOI
ACAD00252,包信和,Xinhe Bao,CAS,2009,化学部,中国科学院大连化学物理所,https://casad.cas.cn/ysxx2022/ysmd/hxb/200912/t20091203_2681360.html,10.1073/pnas.1701280114,Confined catalysis under two-dimensional materials,Proceedings of the National Academy of Sciences,2017,A,已核验/已有 DOI,,,,Xinhe Bao | 中国科学院大连化学物理所 | 化学部 | English journal DOI
ACAD00255,匡定波,Dingbo Kuang,CAS,1991,信息技术科学部,中国科学院上海技术物理研究所,https://casad.cas.cn/ysxx2022/ysmd/xxjs/200906/t20090624_1807793.html,,,,,,待单人精确检索,,,,Dingbo Kuang | 中国科学院上海技术物理研究所 | 信息技术科学部 | English journal DOI
ACAD00256,匡廷云,Tingyun Kuang,CAS,1995,生命科学和医学学部,中国科学院植物研究所,https://casad.cas.cn/ysxx2022/ysmd/smkx/200906/t20090624_1803276.html,10.1126/science.aab0214,Structural basis for energy transfer pathways in the plant PSI-LHCI supercomplex,Science,2015,A,已核验/已有 DOI,,,,Tingyun Kuang | 中国科学院植物研究所 | 生命科学和医学学部 | English journal DOI
ACAD00257,卓仁禧,Renxi Zhuo,CAS,1997,化学部,武汉大学,https://casad.cas.cn/ysxx2022/ygys/200906/t20090624_1802009.html,10.1002/pola.27192,Synthesis and characterization of biodegradable pH and reduction dual-sensitive polymeric micelles for doxorubicin delivery,Journal of Polymer Science Part A: Polymer Chemistry,2014,A,已核验/已有 DOI,,,,Renxi Zhuo | 武汉大学 | 化学部 | English journal DOI
ACAD00261,南策文,Cewen Nan,CAS,2011,技术科学部,清华大学,https://casad.cas.cn/ysxx2022/ysmd/jskx/201112/t20111213_3412399.html,10.1038/s41586-024-08505-7,Enhanced energy storage in antiferroelectrics via antipolar frustration,Nature,2025,A,已核验/已有 DOI,,,,Cewen Nan | 清华大学 | 技术科学部 | English journal DOI
ACAD00262,卜显和,Xianhe Bo,CAS,2021,化学部,南开大学,https://casad.cas.cn/ysxx2022/ysmd/hxb/202201/t20220111_4821742.html,10.1002/ejic.200701031,Structural Diversity and Modulation of Coordination Architectures with Flexible Dithioether or Disulfoxide Ligands,European Journal of Inorganic Chemistry,2008,A,已核验/已有 DOI,,,,Xianhe Bo | 南开大学 | 化学部 | English journal DOI
ACAD00263,卞修武,Xiuwu Bian,CAS,2017,生命科学和医学学部,中国人民解放军陆军军医大学,https://casad.cas.cn/ysxx2022/ysmd/smkx/201711/t20171129_4625060.html,10.1038/s41593-018-0285-z,Invasion of white matter tracts by glioma stem cells is regulated by a NOTCH1–SOX2 positive-feedback loop,Nature Neuroscience,2019,A,已核验/已有 DOI,,,,Xiuwu Bian | 中国人民解放军陆军军医大学 | 生命科学和医学学部 | English journal DOI
ACAD00265,卢强,Qiang Lu,CAS,1991,技术科学部,清华大学,https://casad.cas.cn/ysxx2022/ygys/200906/t20090624_1808300.html,10.1109/TPWRS.2003.810995,Splitting strategies for islanding operation of large-scale power systems using OBDD-based methods,IEEE Transactions on Power Systems,2003,A,已核验/已有 DOI,,,,Qiang Lu | 清华大学 | 技术科学部 | English journal DOI
ACAD00267,卢柯,Ke Lu,CAS,2003,技术科学部,中国科学院金属研究所,https://casad.cas.cn/ysxx2022/ysmd/jskx/200906/t20090624_1808302.html,10.2320/matertrans.44.1919,Development of Nanostructures in Metallic Materials with Low Stacking Fault Energies During SMAT,Materials Transactions,2003,A,已核验/已有 DOI,,,,Ke Lu | 中国科学院金属研究所 | 技术科学部 | English journal DOI
ACAD00268,卢永根,Yonggen Lu,CAS,1993,生命科学和医学学部,华南农业大学,https://casad.cas.cn/ysxx2022/ygys/200906/t20090624_1803234.html,10.1371/journal.pone.0027565,Population Structure and Genetic Diversity in a Rice Core Collection (Oryza sativa L.) Investigated with SSR Markers,PLOS ONE,2011,A,已核验/已有 DOI,,,,Yonggen Lu | 华南农业大学 | 生命科学和医学学部 | English journal DOI
ACAD00275,印象初,Xiangchu Yin,CAS,1995,生命科学和医学学部,中国科学院西北高原生物研究所,https://casad.cas.cn/ysxx2022/ysmd/smkx/200906/t20090624_1803057.html,,,,,,待单人精确检索,,,,Xiangchu Yin | 中国科学院西北高原生物研究所 | 生命科学和医学学部 | English journal DOI
ACAD00279,史生才,Shengcai Shi,CAS,2021,数学物理学部,中国科学院紫金山天文台,https://casad.cas.cn/ysxx2022/ysmd/sxwl/202201/t20220111_4821733.html,10.1049/el.2016.3245,W-band quasi-elliptical waveguide filter,Electronics Letters,2016,A,已核验/已有 DOI,,,,Shengcai Shi | 中国科学院紫金山天文台 | 数学物理学部 | English journal DOI
ACAD00282,叶向东,Xiangdong Ye,CAS,2019,数学物理学部,中国科学技术大学,https://casad.cas.cn/ysxx2022/ysmd/sxwl/201911/t20191121_4724654.html,10.1016/j.aim.2012.07.012,Regionally proximal relation of order d is an equivalence one for minimal systems and a combinatorial consequence,Advances in Mathematics,2012,A,已核验/已有 DOI,,,,Xiangdong Ye | 中国科学技术大学 | 数学物理学部 | English journal DOI
ACAD00283,叶嘉安,Jiaan Ye,CAS,2003,地学部,香港大学,https://casad.cas.cn/ysxx2022/ysmd/dxb/200906/t20090624_1804185.html,10.1111/j.1468-2427.1996.tb00319.x,The New Land Development Process and Urban Development in Chinese Cities,International Journal of Urban and Regional Research,1996,A,已核验/已有 DOI,,,,Jiaan Ye | 香港大学 | 地学部 | English journal DOI
ACAD00285,叶培建,Peijian Ye,CAS,2003,技术科学部,中国空间技术研究院,https://casad.cas.cn/ysxx2022/ysmd/jskx/200906/t20090624_1808168.html,,,,,,待单人精确检索,,,,Peijian Ye | 中国空间技术研究院 | 技术科学部 | English journal DOI
ACAD00287,叶大年,Danian Ye,CAS,1991,地学部,中国科学院地质研究所,https://casad.cas.cn/ysxx2022/ysmd/dxb/200906/t20090624_1804192.html,,,,,,待单人精确检索,,,,Danian Ye | 中国科学院地质研究所 | 地学部 | English journal DOI
ACAD00290,叶志镇,Zhizhen Ye,CAS,2019,技术科学部,浙江大学,https://casad.cas.cn/ysxx2022/ysmd/jskx/201911/t20191121_4724710.html,10.1021/acsnano.4c00639,Controlling Interfacial Amidation Reaction Rate,ACS Nano,2024,A,已核验/已有 DOI,,,,Zhizhen Ye | 浙江大学 | 技术科学部 | English journal DOI
ACAD00291,叶恒强,Hengqiang Ye,CAS,1991,技术科学部,中国科学院金属研究所,https://casad.cas.cn/ysxx2022/ysmd/jskx/200906/t20090624_1808170.html,,,,,,候选需人工确认,10.1016/j.msea.2009.11.008,Effect of hafnium on creep behavior of a corrosion resistant nickel base superalloy,"SciSpace metadata/abstract lists “Ye, H. Q.” at Institute of Metal Research, Chinese Academy of Sciences; likely Hengqiang Ye, but database expands the author name inconsistently, so manual confirmation is required.",Hengqiang Ye | 中国科学院金属研究所 | 技术科学部 | English journal DOI
ACAD00292,叶朝辉,Chaohui Ye,CAS,2001,数学物理学部,中国科学院武汉物理与数学研究所,https://casad.cas.cn/ysxx2022/ysmd/sxwl/200906/t20090624_1791981.html,,,,,,待单人精确检索,,,,Chaohui Ye | 中国科学院武汉物理与数学研究所 | 数学物理学部 | English journal DOI
ACAD00293,叶玉如,Yuru Ye,CAS,2001,生命科学和医学学部,香港科技大学,https://casad.cas.cn/ysxx2022/ysmd/smkx/200906/t20090624_1803062.html,10.1038/s41467-019-10945-z,Non-coding variability at the APOE locus contributes to the Alzheimer’s risk,Nature Communications,2019,A,已核验/已有 DOI,,,,Yuru Ye | 香港科技大学 | 生命科学和医学学部 | English journal DOI
ACAD00298,向涛,Tao Xiang,CAS,2013,数学物理学部,中国科学院物理研究所,https://casad.cas.cn/ysxx2022/ysmd/sxwl/201902/t20190220_4679832.html,10.1103/PhysRevB.92.161105,Ground state degeneracy of interacting spinless fermions,Physical Review B,2015,A,已核验/已有 DOI,,,,Tao Xiang | 中国科学院物理研究所 | 数学物理学部 | English journal DOI
ACAD00302,吕建,Jian Lu,CAS,2013,信息技术科学部,南京大学,https://casad.cas.cn/ysxx2022/ysmd/xxjs/201312/t20131219_4002033.html,,,,,,待单人精确检索,,,,Jian Lu | 南京大学 | 信息技术科学部 | English journal DOI
ACAD00304,吕敏,Min Lu,CAS,1991,数学物理学部,国防科工委系统工程研究所,https://casad.cas.cn/ysxx2022/ysmd/sxwl/200906/t20090624_1792032.html,,,,,,待单人精确检索,,,,Min Lu | 国防科工委系统工程研究所 | 数学物理学部 | English journal DOI
ACAD00307,吕达仁,Daren Lu,CAS,2005,地学部,中国科学院大气物理研究所,https://casad.cas.cn/ysxx2022/ysmd/dxb/200906/t20090624_1804364.html,10.1364/AO.27.004899,Retrieval of stratospheric background aerosol scattering coefficient from twilight polarization measurements,Applied Optics,1988,A,已核验/已有 DOI,,,,Daren Lu | 中国科学院大气物理研究所 | 地学部 | English journal DOI
ACAD00308,吴一戎,Yirong Wu,CAS,2007,信息技术科学部,中国科学院电子学研究所,https://casad.cas.cn/ysxx2022/ysmd/xxjs/200906/t20090624_1807718.html,10.1049/el.2017.1887,Inverse synthetic aperture ladar imaging,Electronics Letters,2017,A,已核验/已有 DOI,,,,Yirong Wu | 中国科学院电子学研究所 | 信息技术科学部 | English journal DOI
ACAD00314,吴云东,Yundong Wu,CAS,2005,化学部,香港科技大学,https://casad.cas.cn/ysxx2022/ysmd/hxb/200906/t20090624_1802106.html,10.1021/acs.joc.1c01658,Cobalt-Catalyzed 2-(1-Methylhydrazinyl)pyridine-Assisted C–H Alkylation/Annulation: Mechanistic Insights and Rapid Access to Cyclopenta[c]isoquinolinone Derivatives,The Journal of Organic Chemistry,2021,A,已核验/已有 DOI,,,,Yundong Wu | 香港科技大学 | 化学部 | English journal DOI
ACAD00322,吴养洁,Yangjie Wu,CAS,2003,化学部,郑州大学,https://casad.cas.cn/ysxx2022/ysmd/hxb/200906/t20090624_1802109.html,10.1002/adsc.70024,Visible-Light-Induced Radical Cyclization,Advanced Synthesis & Catalysis,2025,A,已核验/已有 DOI,,,,Yangjie Wu | 郑州大学 | 化学部 | English journal DOI
ACAD00325,吴国雄,Guoxiong Wu,CAS,1997,地学部,中国科学院大气物理研究所,https://casad.cas.cn/ysxx2022/ysmd/dxb/200906/t20090624_1804252.html,10.1175/JCLI-D-25-0087.1,Interannual Variation in Quasi-Biweekly Oscillation Intensity of Surface Potential Vorticity over the Tibetan Plateau in Summer and Its Impacts,Journal of Climate,2025,A,已核验/已有 DOI,,,,Guoxiong Wu | 中国科学院大气物理研究所 | 地学部 | English journal DOI
ACAD00326,吴培亨,Peiheng Wu,CAS,2005,信息技术科学部,南京大学,https://casad.cas.cn/ysxx2022/ysmd/xxjs/200906/t20090624_1807720.html,10.1021/acs.nanolett.0c04093,Reconfigurable Pinwheel Artificial-Spin-Ice and Superconductor Hybrid Device,Nano Letters,2020,A,已核验/已有 DOI,,,,Peiheng Wu | 南京大学 | 信息技术科学部 | English journal DOI
ACAD00328,吴奇,Qi Wu,CAS,2003,化学部,香港中文大学,https://casad.cas.cn/ysxx2022/ysmd/hxb/200906/t20090624_1802115.html,10.1021/ma9608333,A simple structural model for the polymer microsphere,Macromolecules,1997,A,已核验/已有 DOI,,,,Qi Wu | 香港中文大学 | 化学部 | English journal DOI
ACAD00330,吴孟超,Mengchao Wu,CAS,1991,生命科学和医学学部,中国人民解放军海军军医大学,https://casad.cas.cn/ysxx2022/ygys/200906/t20090624_1803109.html,10.1111/j.1478-3231.2011.02622.x,A large asymptomatic hepatic mass,Liver International,2012,A,已核验/已有 DOI,,,,Mengchao Wu | 中国人民解放军海军军医大学 | 生命科学和医学学部 | English journal DOI
ACAD00331,吴宏鑫,Hongxin Wu,CAS,2003,信息技术科学部,中国空间技术研究院502所,https://casad.cas.cn/ysxx2022/ysmd/xxjs/200906/t20090624_1807722.html,,,,,,待单人精确检索,,,,Hongxin Wu | 中国空间技术研究院502所 | 信息技术科学部 | English journal DOI
ACAD00332,吴宜灿,Yican Wu,CAS,2019,技术科学部,中国科学院合肥物质科学研究院,https://casad.cas.cn/ysxx2022/ysmd/jskx/201911/t20191121_4724709.html,10.1002/er.3572,Development of high intensity D–T fusion neutron generator HINEG,International Journal of Energy Research,2018,A,已核验/已有 DOI,,,,Yican Wu | 中国科学院合肥物质科学研究院 | 技术科学部 | English journal DOI
ACAD00333,吴岳良,Yueliang Wu,CAS,2007,数学物理学部,中国科学院理论物理研究所,https://casad.cas.cn/ysxx2022/ysmd/sxwl/200906/t20090624_1791994.html,10.1103/PhysRevD.77.113009,Gauge theory model of the neutrino and new physics beyond the standard model,Physical Review D,2008,A,已核验/已有 DOI,,,,Yueliang Wu | 中国科学院理论物理研究所 | 数学物理学部 | English journal DOI
ACAD00334,吴常信,Changxin Wu,CAS,1995,生命科学和医学学部,中国农业大学,https://casad.cas.cn/ysxx2022/ysmd/smkx/200906/t20090624_1803120.html,10.1534/genetics.105.053256,Genetic and Cytogenetic Map for the Duck,Genetics,2006,A,已核验/已有 DOI,,,,Changxin Wu | 中国农业大学 | 生命科学和医学学部 | English journal DOI
ACAD00335,吴建屏,Jianping Wu,CAS,1991,生命科学和医学学部,中国科学院上海脑研究所,https://casad.cas.cn/ysxx2022/ygys/200906/t20090624_1803117.html,,,,,,待单人精确检索,,,,Jianping Wu | 中国科学院上海脑研究所 | 生命科学和医学学部 | English journal DOI
ACAD00339,吴德馨,Dexin Wu,CAS,1991,信息技术科学部,中国科学院微电子中心,https://casad.cas.cn/ysxx2022/ygys/200906/t20090624_1807724.html,,,,,,待单人精确检索,,,,Dexin Wu | 中国科学院微电子中心 | 信息技术科学部 | English journal DOI
ACAD00342,吴承康,Chengkang Wu,CAS,1991,技术科学部,中国科学院力学研究所,https://casad.cas.cn/ysxx2022/ygys/200906/t20090624_1808220.html,,,,,,待单人精确检索,,,,Chengkang Wu | 中国科学院力学研究所 | 技术科学部 | English journal DOI
ACAD00343,吴新智,Xinzhi Wu,CAS,1999,地学部,中国科学院古脊椎动物与古人类研究所,https://casad.cas.cn/ysxx2022/ygys/200906/t20090624_1804248.html,10.1002/ajpa.22188,A description of the geological context and fossil remains from the Dali hominin site,American Journal of Physical Anthropology,2013,A,已核验/已有 DOI,,,,Xinzhi Wu | 中国科学院古脊椎动物与古人类研究所 | 地学部 | English journal DOI
